Severity,Start_Time,Start_Lat,Start_Lng,City,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition
2,2016-12-14 13:30:13,35.08092,-85.32233000000002,Chattanooga,TN,46.9,63.0,10.0,8.1,,Mostly Cloudy
2,2016-12-14 12:50:48,36.266628,-86.830917,Whites Creek,TN,39.9,77.0,10.0,3.5,,Overcast
2,2016-12-14 12:50:48,36.26572,-86.83086999999998,Whites Creek,TN,39.9,77.0,10.0,3.5,,Overcast
2,2016-12-14 13:15:09,36.1548,-86.76045,Nashville,TN,39.9,77.0,10.0,3.5,,Overcast
2,2016-12-14 13:15:09,36.15404,-86.75744,Nashville,TN,39.9,77.0,10.0,3.5,,Overcast
2,2016-12-14 13:55:14,36.147305,-86.743851,Nashville,TN,39.9,77.0,10.0,,,Overcast
2,2016-12-14 14:13:27,36.101137,-86.81855300000002,Nashville,TN,41.0,73.0,10.0,,,Overcast
2,2016-12-14 14:13:27,36.101844,-86.817787,Nashville,TN,41.0,73.0,10.0,,,Overcast
2,2016-12-14 14:19:49,36.14156,-86.74058000000002,Nashville,TN,41.0,73.0,10.0,,,Overcast
2,2016-12-14 14:19:49,36.14864,-86.74611999999998,Nashville,TN,41.0,73.0,10.0,,,Overcast
2,2016-12-14 14:34:15,36.159762,-86.782661,Nashville,TN,41.0,73.0,10.0,,,Overcast
2,2016-12-14 14:34:15,36.160378,-86.78305300000002,Nashville,TN,41.0,73.0,10.0,,,Overcast
2,2016-12-14 14:42:03,36.08144,-86.75957,Nashville,TN,41.0,73.0,10.0,,,Overcast
2,2016-12-14 14:54:06,36.01337,-86.62069,Antioch,TN,41.0,73.0,10.0,4.6,,Overcast
2,2016-12-14 15:52:45,35.03145,-85.31608,Chattanooga,TN,50.0,54.0,10.0,10.4,,Partly Cloudy
2,2016-12-14 15:31:48,36.55987,-87.25213000000002,Clarksville,TN,35.1,76.0,10.0,8.1,,Overcast
2,2016-12-14 15:35:29,36.07448,-86.92093,Nashville,TN,39.9,73.0,10.0,8.1,,Overcast
2,2016-12-14 15:34:08,36.07907,-86.727808,Nashville,TN,39.9,73.0,10.0,8.1,,Overcast
2,2016-12-14 15:47:10,36.18366500000001,-86.798484,Nashville,TN,39.9,73.0,10.0,8.1,,Overcast
2,2016-12-14 15:47:10,36.189604,-86.798636,Nashville,TN,39.9,73.0,10.0,8.1,,Overcast
2,2016-12-14 15:49:33,36.229364,-86.759263,Nashville,TN,39.9,73.0,10.0,8.1,,Overcast
2,2016-12-14 15:49:33,36.228932,-86.759346,Nashville,TN,39.9,73.0,10.0,8.1,,Overcast
2,2016-12-14 16:08:25,35.072,-90.01482,Memphis,TN,37.4,81.0,8.0,12.7,,Overcast
3,2016-12-14 16:12:07,35.62233,-86.24198,Beechgrove,TN,41.0,76.0,10.0,8.1,,Clear
2,2016-12-14 16:31:46,35.98471,-87.11312,Fairview,TN,39.0,76.0,10.0,8.1,,Overcast
2,2016-12-14 16:50:26,35.072,-90.01482,Memphis,TN,37.0,79.0,9.0,9.2,,Overcast
2,2016-12-14 17:08:43,36.18874,-86.77539,Nashville,TN,39.0,76.0,10.0,8.1,,Overcast
2,2016-12-14 17:07:24,36.16328,-86.79372,Nashville,TN,39.0,76.0,10.0,8.1,,Overcast
