Severity,Start_Time,Start_Lat,Start_Lng,City,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition
2,2023-02-16 17:38:30,41.62021,-93.576205,Des Moines,IA,23.0,68.0,10.0,17.0,0.0,Mostly Cloudy
2,2023-01-28 09:17:23,41.50915,-90.71735,Davenport,IA,19.0,77.0,0.75,10.0,0.0,Light Snow
2,2023-01-04 08:21:49,41.614942,-93.776962,Urbandale,IA,28.0,88.0,1.0,12.0,0.0,Light Snow
2,2023-02-17 15:34:00,41.53384000000001,-90.516015,Bettendorf,IA,25.0,58.0,10.0,10.0,0.0,Fair
2,2023-01-28 10:25:31,41.693348,-92.864723,Kellogg,IA,16.0,100.0,2.0,12.0,0.0,Fog
2,2023-01-02 18:17:26,41.546303,-93.95979,Adel,IA,35.0,91.0,4.0,12.0,0.05,Light Rain
2,2023-01-18 19:00:30,41.540738,-93.7754,West Des Moines,IA,33.0,96.0,0.5,12.0,0.03,Snow
2,2023-01-18 19:34:03,41.495651,-94.585985,Adair,IA,32.0,87.0,0.25,12.0,0.03,Snow
2,2023-01-13 17:25:41,42.439446,-96.375486,Sioux City,IA,22.0,85.0,10.0,9.0,0.0,Fair
2,2023-01-04 14:02:00,41.507459,-94.204211,Dexter,IA,30.0,83.0,4.0,20.0,0.0,Haze
2,2023-01-03 06:30:00,42.31013400000001,-96.303919,Salix,IA,34.0,89.0,1.0,8.0,0.13,T-Storm
2,2023-01-01 07:59:12,41.517904,-94.090487,Earlham,IA,31.0,94.0,7.0,0.0,0.0,Fair
2,2023-01-30 16:44:30,41.56058,-90.522547,Davenport,IA,8.0,53.0,10.0,10.0,0.0,Fair
2,2023-01-26 06:35:32,41.59603900000001,-90.530142,Davenport,IA,14.0,80.0,6.0,18.0,0.0,Light Snow
2,2023-01-20 06:21:41,42.311481,-95.090136,Lake View,IA,19.0,100.0,5.0,15.0,0.0,Cloudy
2,2023-02-16 13:51:30,41.595661,-93.624669,Des Moines,IA,23.0,88.0,0.5,13.0,0.01,Snow
2,2023-01-25 15:46:10,42.267674,-94.320399,Gowrie,IA,19.0,86.0,2.0,14.0,0.0,Light Snow
2,2023-02-09 07:55:30,41.93502700000001,-91.702657,Cedar Rapids,IA,32.0,96.0,0.5,15.0,0.06,Snow
2,2023-01-04 23:47:30,42.410793,-93.570202,Williams,IA,27.0,96.0,5.0,17.0,0.0,Light Snow
2,2023-01-24 12:10:12,41.694508,-91.627162,Coralville,IA,38.0,73.0,10.0,12.0,0.0,Mostly Cloudy
2,2023-01-04 16:51:24,42.608506,-93.506054,Dows,IA,27.0,100.0,4.0,15.0,0.0,Cloudy
2,2023-02-17 05:54:30,42.448981,-93.810099,Webster City,IA,3.0,100.0,10.0,5.0,0.0,Fair
2,2023-01-28 11:42:52,41.690763,-93.253682,Colfax,IA,18.0,100.0,9.0,15.0,0.0,Cloudy
2,2023-01-01 16:27:21,41.652095,-93.743032,Johnston,IA,39.0,81.0,10.0,3.0,0.0,Fair
2,2023-01-06 15:27:34,42.17113300000001,-96.22993,Whiting,IA,30.0,75.0,9.0,10.0,0.0,Fair
2,2023-01-18 06:27:53,41.876463,-94.698906,Coon Rapids,IA,30.0,100.0,10.0,10.0,0.0,Cloudy
2,2023-01-21 18:50:55,40.752542,-92.862097,Centerville,IA,32.0,100.0,0.75,,0.0,Fog
2,2023-02-21 16:41:00,41.68157100000001,-91.472834,Iowa City,IA,33.0,50.0,10.0,8.0,0.0,Fair
2,2023-02-16 17:49:30,41.52067065,-94.07132506,De Soto,IA,21.0,71.0,10.0,13.0,0.0,Fair
2,2023-01-18 18:27:26,41.120037,-93.781828,New Virginia,IA,33.0,99.0,4.0,10.0,0.08,Light Rain
2,2023-01-16 08:57:36,40.734453,-91.563551,West Point,IA,45.0,87.0,10.0,12.0,0.0,Fair
