Severity,Start_Time,Start_Lat,Start_Lng,City,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition
2,2020-10-01 03:04:30,43.61009,-116.596579,Nampa,ID,48.0,93.0,10.0,3.0,0.0,Cloudy
4,2020-11-11 15:56:26,43.083608,-115.610791,Mountain Home,ID,40.0,59.0,10.0,15.0,0.0,Fair
2,2020-12-31 11:35:30,43.593353,-116.385887,Meridian,ID,32.0,100.0,1.0,5.0,0.0,Fog
2,2020-11-03 21:55:11,44.487222,-112.23502,Spencer,ID,37.0,48.0,10.0,5.0,0.0,Fair
2,2020-11-13 18:29:30,43.65221500000001,-116.252787,Boise,ID,40.0,97.0,10.0,0.0,0.0,Cloudy
2,2020-12-14 00:02:30,43.199654,-115.797614,Mountain Home,ID,28.0,,10.0,3.0,0.0,Cloudy
2,2020-10-22 16:24:17,43.607233,-116.605733,Nampa,ID,52.0,22.0,10.0,13.0,0.0,Fair
2,2020-11-18 12:08:31,42.913166,-112.446066,Pocatello,ID,46.0,66.0,10.0,10.0,0.0,Mostly Cloudy
2,2020-11-19 23:35:00,43.588579,-116.213674,Boise,ID,33.0,85.0,10.0,8.0,0.0,Fair
2,2020-10-29 21:52:08,44.243885,-116.103097,Cascade,ID,35.0,76.0,10.0,0.0,0.0,Fair
2,2020-10-28 13:08:19,43.593584,-116.387352,Meridian,ID,55.0,38.0,9.0,3.0,0.0,Fair
2,2020-11-01 01:37:09,43.619396,-116.35438700000002,Meridian,ID,34.0,70.0,10.0,6.0,0.0,
2,2020-10-16 23:41:00,42.795728,-112.354634,Pocatello,ID,56.0,37.0,10.0,26.0,0.0,Partly Cloudy / Windy
2,2020-10-12 18:24:30,43.673347,-116.681917,Caldwell,ID,69.0,39.0,10.0,8.0,0.0,Fair
2,2020-09-18 00:09:24,43.37977100000001,-112.192229,Shelley,ID,50.0,83.0,9.0,0.0,0.0,Smoke
2,2020-09-29 23:27:20,42.576212,-114.051762,Hazelton,ID,54.0,53.0,10.0,3.0,0.0,Fair
2,2020-12-09 19:03:00,42.421184,-113.326023,Malta,ID,33.0,46.0,10.0,7.0,0.0,Fair
2,2020-10-30 23:16:00,43.637872,-116.26075,Garden City,ID,52.0,43.0,10.0,8.0,0.0,Fair
2,2020-11-09 06:31:13,43.304446,-115.329633,Mountain Home,ID,28.0,100.0,10.0,12.0,0.0,Cloudy
2,2020-12-27 03:14:28,42.233899,-113.085129,Malta,ID,34.0,70.0,10.0,22.0,0.0,Fair / Windy
2,2020-12-11 23:12:00,43.572851,-116.190996,Boise,ID,27.0,75.0,10.0,6.0,0.0,Fair
2,2020-10-24 00:13:00,47.338316,-116.830395,Plummer,ID,31.0,96.0,7.0,16.0,0.01,Light Snow
2,2020-10-20 14:10:00,43.61953,-116.351918,Meridian,ID,61.0,45.0,10.0,7.0,0.0,Fair
2,2020-12-13 23:24:15,43.651907,-116.652531,Caldwell,ID,30.0,93.0,9.0,7.0,0.0,Cloudy
2,2020-11-26 03:18:11,43.812688,-112.185142,Hamer,ID,25.0,85.0,10.0,7.0,0.0,Cloudy
2,2020-12-10 23:09:15,43.597172,-116.347349,Meridian,ID,27.0,100.0,10.0,6.0,0.0,
2,2020-12-17 21:56:24,42.349516,-112.225781,Malad City,ID,32.0,96.0,2.0,3.0,0.0,Light Snow
2,2020-12-11 14:20:30,43.61381,-116.602055,Nampa,ID,43.0,39.0,10.0,8.0,0.0,Fair
2,2020-11-11 23:39:00,43.60181,-116.582779,Nampa,ID,25.0,100.0,10.0,0.0,0.0,Fair
2,2020-09-25 01:08:00,43.604996,-116.590198,Nampa,ID,50.0,100.0,10.0,0.0,0.0,
2,2020-11-13 23:26:31,43.594743,-116.361072,Meridian,ID,39.0,75.0,10.0,10.0,0.0,Fair
4,2020-11-19 00:54:21,44.171701,-116.120456,Cascade,ID,34.0,79.0,10.0,7.0,0.0,Cloudy
2,2020-11-07 22:34:13,43.689926,-116.694623,Caldwell,ID,38.0,89.0,10.0,21.0,0.04,Light Rain / Windy
2,2020-12-13 21:51:16,43.633835,-116.35422,Meridian,ID,30.0,100.0,4.0,0.0,0.0,Fair
2,2020-12-12 19:27:16,43.632233,-116.354282,Meridian,ID,23.0,100.0,10.0,0.0,0.0,Fair
2,2020-12-09 22:12:15,43.508616,-112.046875,Idaho Falls,ID,28.0,58.0,10.0,9.0,0.0,Cloudy
4,2020-10-02 00:51:20,43.690491,-116.692045,Caldwell,ID,56.0,69.0,10.0,6.0,0.0,Fair
2,2020-11-19 00:34:00,43.67253400000001,-116.279206,Boise,ID,41.0,86.0,10.0,12.0,0.06,Light Rain
2,2020-12-30 20:51:09,47.575789,-116.437987,Cataldo,ID,33.0,96.0,5.0,7.0,0.07,Light Snow
2,2020-12-24 21:23:26,43.637513,-116.354355,Meridian,ID,32.0,60.0,10.0,8.0,0.0,
2,2020-11-21 20:24:22,43.639558,-116.354355,Boise,ID,30.0,79.0,10.0,8.0,0.0,Fair
2,2020-11-18 12:08:31,42.912672,-112.466132,Pocatello,ID,46.0,66.0,10.0,10.0,0.0,Mostly Cloudy
2,2020-12-19 01:08:24,43.593582,-116.425134,Meridian,ID,36.0,100.0,10.0,6.0,0.0,
2,2020-12-14 16:34:00,43.648404,-116.356737,Boise,ID,32.0,79.0,10.0,8.0,0.0,Mostly Cloudy
2,2020-11-14 01:54:00,43.648327,-116.363048,Boise,ID,35.0,78.0,10.0,3.0,0.0,Cloudy
2,2020-11-24 19:42:22,43.599612,-116.559489,Nampa,ID,34.0,100.0,10.0,7.0,0.0,Fair
2,2020-10-28 22:35:00,43.604956,-116.281946,Boise,ID,47.0,50.0,10.0,6.0,0.0,Fair
2,2020-10-01 03:39:20,43.626269,-116.619969,Nampa,ID,48.0,93.0,10.0,0.0,0.0,Cloudy
2,2020-12-27 03:14:28,42.200986,-113.027912,Malta,ID,34.0,70.0,10.0,22.0,0.0,Fair / Windy
2,2020-11-09 20:57:00,43.611165,-116.314318,Boise,ID,27.0,75.0,10.0,3.0,0.0,Fair
2,2020-11-10 01:56:24,43.572667,-116.238237,Boise,ID,30.0,75.0,10.0,7.0,0.0,Cloudy
2,2020-11-24 01:27:22,42.608896,-114.451843,Jerome,ID,29.0,89.0,10.0,0.0,0.0,Mostly Cloudy
2,2020-12-31 11:35:30,43.593361,-116.37735,Meridian,ID,32.0,100.0,1.0,5.0,0.0,Fog
2,2020-11-08 18:22:13,42.311788,-112.212873,Malad City,ID,,,,,,
2,2020-11-04 12:17:00,47.534655,-116.108418,Kellogg,ID,42.0,89.0,10.0,9.0,0.0,Cloudy
2,2020-12-24 22:44:26,43.748513,-116.713503,Caldwell,ID,28.0,75.0,10.0,6.0,0.0,Fair
4,2020-11-11 15:56:26,43.131691,-115.657292,Mountain Home,ID,40.0,59.0,10.0,15.0,0.0,Fair
2,2020-10-23 23:18:18,47.335828,-116.682776,Saint Maries,ID,30.0,100.0,6.0,13.0,0.01,Light Snow
2,2020-12-03 14:38:30,43.619125,-116.262159,Boise,ID,40.0,40.0,10.0,0.0,0.0,Fair
2,2020-11-27 13:54:10,43.572169,-116.233182,Boise,ID,42.0,53.0,10.0,10.0,0.0,Fair
2,2020-11-27 14:07:00,43.633812,-116.356212,Meridian,ID,43.0,61.0,10.0,6.0,0.0,Fair
